;codigo_VU;raz_social;nombre;rubro;ciiu6;ciiu4;region;provincia;comuna;coord_este;coord_norte;huso;COD_FUENTE;fuente_emision;COMBUSTIBLE PRIMARIO;EMISION PRIMARIO;COMBUSTIBLE SECUNDARIO;EMISION SECUNDARIO;EMISION MATERIA PRIMA;tipo_contaminante;ton_emision;ORIGEN;Longitud;Latitud
32766;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5291;Caldera Agua Caliente;Gas Natural;0,22060820725812;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,22060820725812;RUEA;-70,57927422816189;-33,5016568425528
32767;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5291;Caldera Agua Caliente;Gas Natural;0,22060820725812;Petróleo N 2 (Diesel);0,0;0,0;PM2.5, primary;0,22060820725812;RUEA;-70,57927422816189;-33,5016568425528
32768;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5291;Caldera Agua Caliente;Gas Natural;0,22060820725812;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,22060820725812;RUEA;-70,57927422816189;-33,5016568425528
32769;4370004;MUTUAL DE SEGURIDAD CAMARA CHILENA DE LA CONSTRUCCION;HOSPITAL CLINICA MUTUAL DE SEGURIDAD CCHC;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Estación Central;341748,0;6296775,0;19,0;CA-OR-16763;Caldera Agua Caliente;Gas Natural;0,22058575186404;Petróleo N 2 (Diesel);4,0740985657572e-07;0,0;PM10, primary;0,22058615927389658;RUEA;-70,70278960138288;-33,45678769636566
32770;4370004;MUTUAL DE SEGURIDAD CAMARA CHILENA DE LA CONSTRUCCION;HOSPITAL CLINICA MUTUAL DE SEGURIDAD CCHC;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Estación Central;341748,0;6296775,0;19,0;CA-OR-16763;Caldera Agua Caliente;Gas Natural;0,22058575186404;Petróleo N 2 (Diesel);3,6461470357407e-07;0,0;PM2.5, primary;0,22058611647874357;RUEA;-70,70278960138288;-33,45678769636566
32771;4370004;MUTUAL DE SEGURIDAD CAMARA CHILENA DE LA CONSTRUCCION;HOSPITAL CLINICA MUTUAL DE SEGURIDAD CCHC;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Estación Central;341748,0;6296775,0;19,0;CA-OR-16763;Caldera Agua Caliente;Gas Natural;0,22058575186404;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,22058575186404;RUEA;-70,70278960138288;-33,45678769636566
32779;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5577;Caldera Agua Caliente;Gas Natural;0,22047989072052;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,22047989072052;RUEA;-70,57927422816189;-33,5016568425528
32780;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5577;Caldera Agua Caliente;Gas Natural;0,22047989072052;Petróleo N 2 (Diesel);0,0;0,0;PM2.5, primary;0,22047989072052;RUEA;-70,57927422816189;-33,5016568425528
32781;5307;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Metropolitana de Santiago;Santiago;Peñalolén;353304,0;6291981,0;19,0;CA-OR-5577;Caldera Agua Caliente;Gas Natural;0,22047989072052;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,22047989072052;RUEA;-70,57927422816189;-33,5016568425528
32792;2482;NESTLE CHILE SA;NESTLE CHILE SA;Otras industrias manufactureras;Elaboración de productos lácteos;Elaboración de productos lácteos;Libertador Gral. Bernardo O'Higgins;Cachapoal;Graneros;340677,0;6228964,0;19,0;IN-GEV-21293;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,22018901671495;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,22018901671495;RUEA;-70,7265270214724;-34,06795794885034
32809;9780;STROBEL LIMITADA;PLANTA STROBEL;Otras industrias manufactureras;Tejedura de productos textiles;Tejedura de productos textiles;Metropolitana de Santiago;0;Recoleta;-33,406651292629;-70,644972230268;19,0;IN-GEV-31907;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,2195073864356;Petróleo N 2 (Diesel);0,0;0,0;Carbon monoxide;0,2195073864356;RUEA;-159,24103260086935;-85,52581471398145
32818;2939;CONSERVAS LOS ANGELES LIMITADA;CONSERVAS LOS ANGELES;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Biobío;Biobío;Los Angeles;735216,0;5849764,0;18,0;IN-GEV-13474;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 5;0,21924349228709;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,21924349228709;RUEA;-72,34023297989778;-37,46910164530755
32847;386239;ANGLO AMERICAN SUR S.A.;ANGLO AMERICAN SUR S.A.;Fundiciones de cobre;Fundición de metales no ferrosos;Fundición de metales no ferrosos;Valparaíso;San Felipe de Aconcagua;Catemu;316996,0;6369240,0;19,0;HR-PPM-7582;Horno de Refino;Gas Natural;0,21847285630857;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,21847285630857;RUEA;-70,95446045686269;-32,79958061233973
32848;386239;ANGLO AMERICAN SUR S.A.;ANGLO AMERICAN SUR S.A.;Fundiciones de cobre;Fundición de metales no ferrosos;Fundición de metales no ferrosos;Valparaíso;San Felipe de Aconcagua;Catemu;316996,0;6369240,0;19,0;HR-PPM-7582;Horno de Refino;Gas Natural;0,21847285630857;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,21847285630857;RUEA;-70,95446045686269;-32,79958061233973
32849;386239;ANGLO AMERICAN SUR S.A.;ANGLO AMERICAN SUR S.A.;Fundiciones de cobre;Fundición de metales no ferrosos;Fundición de metales no ferrosos;Valparaíso;San Felipe de Aconcagua;Catemu;316996,0;6369240,0;19,0;HR-PPM-7582;Horno de Refino;Gas Natural;0,21847285630857;Petróleo N 2 (Diesel);0,0;0,0;PM2.5, primary;0,21847285630857;RUEA;-70,95446045686269;-32,79958061233973
32850;2443;CORP NACIONAL DEL COBRE DE CHILE;REFINERIA VENTANAS;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Valparaíso;Valparaíso;Puchuncaví;267422,0;6372051,0;19,0;IN-GEV-19633;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21846025298227;Petróleo N 2 (Diesel);0,0;0,0;Ammonia;0,21846025298227;RUEA;-71,48281651281137;-32,7648689730413
32875;4587176;ACONCAGUA FOODS S.A.;ACONCAGUA FOODS S.A;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Metropolitana de Santiago;Maipo;Buin;339656,0;6265909,0;19,0;IN-GEV-7283;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21772938820461;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,21772938820461;RUEA;-70,73084160858885;-33,73474578660146
32876;4587176;ACONCAGUA FOODS S.A.;ACONCAGUA FOODS S.A;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Metropolitana de Santiago;Maipo;Buin;339656,0;6265909,0;19,0;IN-GEV-7283;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21772938820461;Petróleo N 2 (Diesel);0,0;0,0;PM2.5, primary;0,21772938820461;RUEA;-70,73084160858885;-33,73474578660146
32877;4587176;ACONCAGUA FOODS S.A.;ACONCAGUA FOODS S.A;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Metropolitana de Santiago;Maipo;Buin;339656,0;6265909,0;19,0;IN-GEV-7283;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21772938820461;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,21772938820461;RUEA;-70,73084160858885;-33,73474578660146
32880;7047;INDUSTRIAS ISLA QUIHUA S A;INDUSTRIAS ISLA QUIHUA SA;Otras industrias manufactureras;Producción de harina de pescado;Elaboración y conservación de pescado, crustáceos y moluscos;Biobío;Concepción;Lota;663754,0;5892911,0;18,0;IN-GEV-5715;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 6;0,21751177317023;Petróleo N 5;0,0;0,0;Ammonia;0,21751177317023;RUEA;-73,15734530960313;-37,095805525792976
32901;2443;CORP NACIONAL DEL COBRE DE CHILE;REFINERIA VENTANAS;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Valparaíso;Valparaíso;Puchuncaví;267422,0;6372051,0;19,0;IN-GEV-19605;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21698458095718;Petróleo N 2 (Diesel);0,0;0,0;PM10, primary;0,21698458095718;RUEA;-71,48281651281137;-32,7648689730413
32902;2443;CORP NACIONAL DEL COBRE DE CHILE;REFINERIA VENTANAS;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Valparaíso;Valparaíso;Puchuncaví;267422,0;6372051,0;19,0;IN-GEV-19605;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21698458095718;Petróleo N 2 (Diesel);0,0;0,0;PM2.5, primary;0,21698458095718;RUEA;-71,48281651281137;-32,7648689730413
32903;2443;CORP NACIONAL DEL COBRE DE CHILE;REFINERIA VENTANAS;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Valparaíso;Valparaíso;Puchuncaví;267422,0;6372051,0;19,0;IN-GEV-19605;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21698458095718;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,21698458095718;RUEA;-71,48281651281137;-32,7648689730413
32906;4585770;SQM INDUSTRIAL S.A.;FAENA COYA SUR;Industria química, del plástico y caucho;Fabricación de abonos y compuestos de nitrógeno;Fabricación de abonos y compuestos de nitrógeno;Antofagasta;Tocopilla;María Elena;436137,0;7522880,0;19,0;IN-GEV-10578;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21684218441476;Petróleo N 6;0,0;0,0;Ammonia;0,21684218441476;RUEA;-69,62044437559483;-22,398968317291253
32951;386474;HOSPITAL NAVAL ALMIRANTE NEF;HOSPITAL NAVAL ALMIRANTE NEF;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Valparaíso;Valparaíso;Viña del Mar;262383,0;6345782,0;19,0;CA-OR-31476;Caldera Agua Caliente;Gas Natural;0,0;Petróleo N 2 (Diesel);0,21629355049482;0,0;Nitrogen oxides (NOx);0,21629355049482;RUEA;-71,54332052491735;-33,00051900183411
32952;11626;CERVECERA CCU CHILE LIMITADA;CERVECERA CCU CHILE LTDA. (2);Otras industrias manufactureras;Elaboración de bebidas malteadas y de malta;Elaboración de bebidas malteadas y de malta;Metropolitana de Santiago;Santiago;Quilicura;341531,0;6307398,0;19,0;IN-GEV-10073;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,083064467764368;Petróleo N 2 (Diesel);0,13319757424927;0,0;Ammonia;0,21626204201363802;RUEA;-70,70325284465616;-33,360980955985674
32978;309222;CINTAC S.A.I.C.;CINTAC S.A.I.C.;Otras industrias manufactureras;Fabricación de productos metálicos para uso estructural;Fabricación de productos metálicos para uso estructural;Metropolitana de Santiago;Santiago;Maipú;339775,0;6290725,0;19,0;CA-OR-2779;Caldera Agua Caliente;Gas Natural;0,2148626654498;Gas Licuado de Petróleo;0,0;0,0;Carbon monoxide;0,2148626654498;RUEA;-70,72509196637024;-33,51103858792217
32981;5452292;EMPRESA ELECTRICA ANGAMOS S.A.;CENTRAL TERMOELÉCTRICA ANGAMOS;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;359788,0;7448232,0;19,0;CG-GEV-4645;Caldera de Generación Eléctrica;Carbón Bituminoso Pulverizado;0,20058346261384;Petróleo N 2 (Diesel);0,013922689776537;0,0;Ammonia;0,214506152390377;RUEA;-70,36877020018875;-23,068580818779544
32984;5465218;FRANCISCO FERNANDO PARDO;PANADERIA LA MIGUELINA;Otras industrias manufactureras;Elaboración de otros productos de molinería n.c.p.;Elaboración de productos de molinería;Metropolitana de Santiago;0;Lo Espejo;-33,538126790376;-70,687939204426;19,0;HR-OR-33458;Horno de Panadería;Gas Licuado de Petróleo;0,21449592708894;Gas Natural;0,0;0,0;Nitrogen oxides (NOx);0,21449592708894;RUEA;-159,24103745559083;-85,52581353831334
32993;386474;HOSPITAL NAVAL ALMIRANTE NEF;HOSPITAL NAVAL ALMIRANTE NEF;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Valparaíso;Valparaíso;Viña del Mar;262383,0;6345782,0;19,0;CA-OR-31474;Caldera Agua Caliente;Gas Natural;0,0;Petróleo N 2 (Diesel);0,21436163463782;0,0;Carbon monoxide;0,21436163463782;RUEA;-71,54332052491735;-33,00051900183411
33031;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24022;Caldera Agua Caliente;Gas Natural;0,21289305556063;Petróleo N 2 (Diesel);0,0;0,0;Carbon monoxide;0,21289305556063;RUEA;-73,0314556340173;-36,81394586250418
33039;11451;LABORATORIOS SAVAL S A;LAB. SAVAL S.A. (2);Otras industrias manufactureras;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;Metropolitana de Santiago;Santiago;Renca;342782,0;6304276,0;19,0;IN-GEV-10779;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21273531232654;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,21273531232654;RUEA;-70,69035654465956;-33,38931229455742
33049;2221294;HOSPITAL CLINICO DEL SUR SPA;HOSPITAL CLINICO DEL SUR SPA;Otras actividades;Actividades de hospitales y clínicas privadas;Actividades de hospitales públicos y privados;Biobío;Concepción;Concepción;675589,0;5923959,0;18,0;CA-OR-24020;Caldera Agua Caliente;Gas Natural;0,21242480386467;Petróleo N 2 (Diesel);0,0;0,0;Carbon monoxide;0,21242480386467;RUEA;-73,0314556340173;-36,81394586250418
33087;5452105;CARTOCOR CHILE S A;CARTOCOR CHILE SA;Industria del papel y celulosa;Fabricación de papel y cartón ondulado y de envases de papel y cartón;Fabricación de papel y cartón ondulado y de envases de papel y cartón;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;342717,0;6239317,0;19,0;IN-GEV-20947;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21146903070555;Petróleo N 2 (Diesel);0,00036518530561409;0,0;Carbon monoxide;0,2118342160111641;RUEA;-70,7025637765768;-33,974935327675595
33088;8490;EMPRESAS LOURDES S A;EMPRESAS LOURDES S.A.;Otras industrias manufactureras;Elaboración de vinos;Elaboración de vinos;Metropolitana de Santiago;Talagante;Isla de Maipo;322118,0;6264188,0;19,0;IN-GEV-20277;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21110212737866;Petróleo N 2 (Diesel);0,00072751760102807;0,0;Carbon monoxide;0,21182964497968806;RUEA;-70,92041387423188;-33,747461055888465
33102;5453765;COMERCIALIZADORA DE MADERAS IMPREGNADAS CONCON LIMITADA;COMERCIALIZADORA DE MADERAS IMPREGNADAS CONCON LTDA;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;Ñuble;Itata;Quirihue;719308,0;5981371,0;18,0;IN-GEV-16750;Caldera Industrial (Generadora de Vapor o Agua Caliente);Leña;0,21154982763213;Biomasa Combustible;0,0;0,0;Benzene;0,21154982763213;RUEA;-72,55801619175038;-36,28772425505454
33146;11451;LABORATORIOS SAVAL S A;LAB. SAVAL S.A. (2);Otras industrias manufactureras;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;Metropolitana de Santiago;Santiago;Renca;342782,0;6304276,0;19,0;IN-GEV-10864;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,21009722561614;Petróleo N 2 (Diesel);0,0;0,0;Volatile organic compounds (VOC);0,21009722561614;RUEA;-70,69035654465956;-33,38931229455742
33156;5452311;SOPROLE S.A.;SOPROLE;Otras industrias manufactureras;Elaboración de productos lácteos;Elaboración de productos lácteos;Metropolitana de Santiago;Maipo;San Bernardo;342167,0;6286243,0;19,0;IN-GEV-12390;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;1,2745521283519;Petróleo N 2 (Diesel);0,0;0,0;PM, primary;0,2098775545325;Impuesto Verde;-70,70013892844871;-33,55180252679124
33162;5453763;NH FOODS CHILE Y COMPANIA LIMITADA;NH FOODS CHILE CIA LTDA;Otras industrias manufactureras;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;Elaboración y conservación de pescado, crustáceos y moluscos;Los Lagos;0;Puerto Montt;-41,465942004357;-72,977754415463;18,0;IN-GEV-31269;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,20964108100256;Gas Licuado de Petróleo;0,0;0,0;Carbon dioxide;0,20964108100256;RUEA;-165,2412957264573;-85,52574265823367
33165;3940;SOC PANIFICADORA LUCERNA LIMITADA;PANADERIA LUCERNA;Otras industrias manufactureras;Elaboración de productos de panadería y pastelería;Elaboración de productos de panadería;Metropolitana de Santiago;Santiago;Estación Central;343639,0;6295992,0;19,0;HR-OR-27914;Horno de Panadería;Petróleo N 2 (Diesel);0,209552457994;Gas Licuado de Petróleo;0,0;0,0;Nitrogen oxides (NOx);0,209552457994;RUEA;-70,68258656059346;-33,464124824281086
33171;11678;GOODYEAR DE CHILE S A I C;GOODYEAR DE CHILE S.A.I.C. (2);Industria química, del plástico y caucho;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";Metropolitana de Santiago;Santiago;Maipú;336952,0;6288449,0;19,0;IN-GEV-19982;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,2086089226176;Petróleo N 2 (Diesel);0,00042681032593647;0,0;Ammonia;0,20903573294353647;RUEA;-70,75588866286698;-33,531130660222466
33172;5457933;ANDES QUALITY S.A;ANDES QUALITY SA;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Valparaíso;San Felipe de Aconcagua;Panquehue;334729,0;6376152,0;19,0;IN-GEV-13238;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Licuado de Petróleo;0,208912368605;Petróleo N 2 (Diesel);0,0;0,0;Nitrogen oxides (NOx);0,208912368605;RUEA;-70,76392595714165;-32,74007148168806
33183;11678;GOODYEAR DE CHILE S A I C;GOODYEAR DE CHILE S.A.I.C. (2);Industria química, del plástico y caucho;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";Metropolitana de Santiago;Santiago;Maipú;336952,0;6288449,0;19,0;IN-GEV-19985;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;0,2086089226176;Petróleo N 2 (Diesel);0,0;0,0;Ammonia;0,2086089226176;RUEA;-70,75588866286698;-33,531130660222466
